本次排名,上次排名,排名变化,商品ID,商品标题,品牌,国补后价格,付款人数,最新价格,最新付款人数,付款金额,店铺名称,商品链接,备注,8-19_付款人数,8-19_价格,8-20_付款人数,8-20_价格,8-22_付款人数,8-22_价格,页码
433,N/A,新品入榜,8.45384E+11,【国补15%】方舟鱼智能房门锁S5连体版接入米家指纹锁密码锁木门,米家,309,17,323,16,5168,喵住官方旗舰店,https://detail.tmall.com/item.htm?id=845384364199&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000mth3MFyz0Gngh0CBl_JVEUHxFWogGKAClWkB5-2pmCw&skuId=5625598161605&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%221e4a4d3aa4e708a560d35250c9268880%22%7D&spm=a21n57.1.item.44,,18,323,未找到,未找到,16,同上,
434,N/A,新品,8.66116E+11,室内木门指纹锁办公室家用卧室门房门密码锁分体单舌智能锁电子锁,康廷,143,16,143,16,2288,康廷旗舰店,https://detail.tmall.com/item.htm?id=866115637725&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000wEaa9PnLdB_IBZqhdLDWpsG22oooLDTZ3iSbo7aiINM&skuId=5967897655576&priceTId=2147bffb17558492724263159e1c20&utparam=%7B%22aplus_abtest%22%3A%224034ae941ba20f3cdaf1adb1c8a9a9bd%22%7D&spm=a21n57.1.item.46,新品; ,,,,,16,143,14
435,N/A,新品入榜,9.61418E+11,指纹锁家用防盗门全自动智能门锁入户门人脸识别电子锁密码锁,未识别,201,13,306,16,4896,恒阳旗舰店,https://detail.tmall.com/item.htm?id=961418448608&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=00008U89yA8gltsUmF5GeqgET10FwLcF06_Hz13gqswII0c&skuId=5892452945926&priceTId=2147836a17555884613241217e1355&utparam=%7B%22aplus_abtest%22%3A%22ca8475e6cca9fc0dd1eca403a28db51d%22%7D&spm=a21n57.1.item.30,,同上,308,未找到,未找到,16,306,
436,N/A,新品入榜,9.11258E+11,通通锁密码锁智能指纹门锁民宿公寓出租房锁家用防盗门智能电子锁,未识别,138,17,111.35,16,1781.6,科迈跃旗舰店,https://detail.tmall.com/item.htm?id=911258489372&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000L5YNnH-SlHnY2OyObNPh8PU-XrA1bnaDgtMxVyLHZak&skuId=5941546103306&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%2291288c1818b26a6ea24644767bc79b22%22%7D&spm=a21n57.1.item.46,,16,111.35,未找到,未找到,同上,同上,
437,N/A,新品入榜,9.53683E+11,芬尼迪x5智能门锁指纹锁密码锁家用防盗门入户门电子锁指纹锁,未识别,263,16,263,16,4208,芬尼迪旗舰店,https://detail.tmall.com/item.htm?id=953682611673&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000Ay5k5Zq71AKNrrgWpzMu-QmxIuU0x0H3sGihr7_HOkU&skuId=5876367672846&priceTId=2147821917556903900006075e10e0&utparam=%7B%22aplus_abtest%22%3A%229e8a861b2ada41cd463ec92e75b0d6d3%22%7D&spm=a21n57.1.item.24,,16,263,未找到,未找到,同上,同上,
438,N/A,新品入榜,7.66552E+11,博克智能门锁家用人脸识别带监控可视入户防盗门智能密码指纹锁K5,博克,479,16,487.13,16,7794.08,beck旗舰店,https://detail.tmall.com/item.htm?id=766552140051&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000RynqZ6rCXYQcjw8bq-5fA1qFzUqKHK7CNUYk7X1z8RQ&skuId=5777490284385&priceTId=2147836a17555884410248280e1355&utparam=%7B%22aplus_abtest%22%3A%22b6e96ba06e4abde4bac01d80bd333fc1%22%7D&spm=a21n57.1.item.23,,17,487.13,未找到,未找到,16,同上,
439,N/A,新品入榜,9.46452E+11,FARBELL泛达指纹锁家用防盗门智能门锁入户大门密码锁木门电子锁,未识别,125,11,123,16,1968,FARBELL触点专卖店,https://detail.tmall.com/item.htm?id=946451658117&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000hK-bhtdaNlqY7HcN-Ctz5ipn6jAyNDXJn_KgpUrM7bg&skuId=6020221946058&priceTId=2147849217555884812214275e14ab&utparam=%7B%22aplus_abtest%22%3A%223b8dfbed02ba61915013adefea5255d7%22%7D&spm=a21n57.1.item.36,,13,123,未找到,未找到,16,同上,
440,N/A,新品入榜,8.9942E+11,VOC智能锁人脸识别家用门锁电子锁入户门指纹锁防盗电子锁T10Plus,VOC,1104.15,18,1099.05,16,17584.8,VOC旗舰店,https://detail.tmall.com/item.htm?id=899419520000&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000CmOnidoKJzOGkBVcmqMqOmIxQYRqC5_Zd2cux6MuPZo&skuId=6035692478554&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%22ecec3fbf780e8bc0947899a597b89b3b%22%7D&spm=a21n57.1.item.32,,17,1184.05,未找到,未找到,16,1099.05,
441,N/A,新品入榜,9.5927E+11,苏宁人脸识别智能门锁家用全自动指纹密码锁防盗入户门电子锁2392,苏宁,587.33,16,587.33,16,9397.28,苏宁易购官方旗舰店,https://detail.tmall.com/item.htm?id=959269848668&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000vcnrtWZfrs-rMmaiHIbrwv8D-QJ7bKK7TW9h8RgLbT4&skuId=6053464003608&priceTId=2147821917556903900006075e10e0&utparam=%7B%22aplus_abtest%22%3A%2251fe464492b1f6935e6cfb1f5d218153%22%7D&spm=a21n57.1.item.28,,16,587.33,未找到,未找到,同上,同上,
442,N/A,新品,7.79632E+11,极窄断桥铝矮把手智能锁双面防水肯德 基门户外户外庭院指纹通通,日翔,183,16,183,16,2928,日翔蔚铼专卖店,https://detail.tmall.com/item.htm?id=779632009506&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000Q7RbUKsH6eOE_2BvxI_0mDK1fNkHAZN_EjSS9sReRGM&skuId=5855474777900&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%22073c49b8bcb689ef23a8a220a53ae4ee%22%7D&spm=a21n57.1.item.7,新品; ,,,,,16,183,15
443,N/A,新品,6.30258E+11,德国索克罗户外防水人脸识别智能指纹锁家用别墅防盗门机械密码锁,未识别,1342.22,16,1342.22,16,21475.52,索克罗旗舰店,https://detail.tmall.com/item.htm?id=630257570946&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=00001V3tCc1S8sesvSgvPnAdAh6Y8LB-NDzaZjFLhVa9kFw&skuId=5338748134122&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%227bc131091f81335d9a12aef529690aa6%22%7D&spm=a21n57.1.item.9,新品; ,,,,,16,1342.22,15
444,N/A,新品,8.41747E+11,金点原子指纹锁家用防盗入户大门智能电子密码锁Y9,未识别,393,16,393,16,6288,金点原子旗舰店,https://detail.tmall.com/item.htm?id=841747279465&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000hWFN6YzpsJradN8Q-JRtlnwxtnT5r4pG7BQ0LPP5lgI&skuId=5612024100618&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%22090104cae7cee7f3cea065a1bf087751%22%7D&spm=a21n57.1.item.10,新品; ,,,,,16,393,15
445,N/A,新品,7.95816E+11,松下全自动指纹锁家用防盗门人脸识别可视猫眼电子智能密码锁W41,松下,1524.05,16,1524.05,16,24384.8,松下官方旗舰店,https://detail.tmall.com/item.htm?id=795816310556&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=00008acI0hHo6s803rHeEMdxDjfAH0abaGIxNRNNeyoAWpU&skuId=6053336182302&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%22402e114f1ced0da897939bef68f19f7f%22%7D&spm=a21n57.1.item.12,新品; ,,,,,16,1524.05,15
446,N/A,新品入榜,8.6211E+11,全自动3D人脸识别智能锁防盗门指纹锁密码锁家用入户大门智能门锁,星吉伦,399,18,372.03,16,5952.48,星吉伦旗舰店,https://detail.tmall.com/item.htm?id=862109582914&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000AldT7MHhty0Tqrq7fnmCGJtj4Xt4XlTjLGKYTFrG1Bk&skuId=5850474047001&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%228b2b999cb51418a49ecee0a46e0ca76f%22%7D&spm=a21n57.1.item.25,,未找到,未找到,未找到,未找到,16,372.03,
447,N/A,新品入榜,9.37992E+11,小米智能门锁2指静脉增强版电子密码锁可视猫眼指纹锁 防盗门锁,小米,1579,17,1653.01,16,26448.16,天猫超市,https://detail.tmall.com/item.htm?id=937991900234&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000Fo3RY9-HLjwNrS2PxCe6NX5wJR9F9AL15deT99ftrbU&skuId=5831495697852&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%2242526a27f56858ed11c811ed8552a1de%22%7D&spm=a21n57.1.item.37,,16,1653.01,未找到,未找到,同上,同上,
448,N/A,新品入榜,9.03021E+11,【政府补贴15%】华为智能门锁SE 猫眼版AI指纹解锁电子锁长续航Y,华为,1279,16,1273.01,16,20368.16,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=903021201458&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=babcc86fd4b39e0c0816d43cfd91c8db0feebbcc&mi_id=0000KW9dzOpZiPP4SEBcq19pHzCjqayzaNRaHu5jgUwx_H0&skuId=5927162702345&priceTId=2147836a17555884410248280e1355&utparam=%7B%22aplus_abtest%22%3A%22c3b80d96952729b84011eab2fd8acee9%22%7D&spm=a21n57.1.item.26,,17,1253.01,未找到,未找到,16,1273.01,
449,N/A,新品入榜,7.82809E+11,德施曼智能门锁Q5MPro猫眼大屏指纹锁全自动智能锁大圣（标准版）,德施曼,1413.55,18,1413.55,16,22616.8,德施曼爱有艺专卖店,https://detail.tmall.com/item.htm?id=782808557730&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000JdeWNqrHAPHN3TjRiB56bP6r-paTOK9v7cKo8MFStIs&skuId=5899020010302&priceTId=2147821917556903705385013e10e0&utparam=%7B%22aplus_abtest%22%3A%228c0e59046d204493a4b197f0a9698eee%22%7D&spm=a21n57.1.item.41,,18,1413.55,未找到,未找到,16,同上,
450,N/A,新品,9.14501E+11,德施曼密码锁指纹锁掌静脉家用大屏防盗门哨兵猫眼智能感应Q60FV,德施曼,4393,16,4393,16,70288,德施曼旗舰店,https://detail.tmall.com/item.htm?id=914501057046&ns=1&abbucket=16&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=19bbfc8246f84c857631d6ccf65140d33a5811bd&mi_id=0000gINBCgKjTn3f95iwnlYCxSO-3wpr-zr8_Xrdq3HxshI&skuId=5946469678787&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%22252693944a67e082762ad7adc0f039be%22%7D&spm=a21n57.1.item.18,新品; ,,,,,16,4393,15
451,N/A,新品入榜,7.34084E+11,人脸识别指纹锁防盗门智能门锁全自动可视对讲电子密码锁十大品牌,星吉伦,168,19,147.96,16,2367.36,星吉伦旗舰店,https://detail.tmall.com/item.htm?id=734084396181&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000oMaUqeAy2IaJsbc4Wnf7Cz4mWYr9-YKaQtQy12kogCo&skuId=5076452128012&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%22e3787d4b3e9a3f2e322ebd579ee43b12%22%7D&spm=a21n57.1.item.13,,20,147.96,未找到,未找到,16,同上,
452,N/A,新品,7.881E+11,密码锁玻璃门指纹锁人脸识别智能锁单双开有框无框公司扫脸门禁锁,邦臣,339.16,16,339.16,16,5426.56,邦臣智能家居旗舰店,https://detail.tmall.com/item.htm?id=788100058807&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000U6iBG615aWFquk5AtR0RctK3NXGgP1OLM9ORfKs2HMk&skuId=5377957336111&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%229706930868a1dfce679a3b5b9cd905c9%22%7D&spm=a21n57.1.item.21,新品; ,,,,,16,339.16,15
453,N/A,新品入榜,8.05196E+11,德施曼智能门锁可视猫眼指纹锁密码锁电子锁智能锁小嘀Q3EM,德施曼,999,14,999,16,15984,德施曼旗舰店,https://detail.tmall.com/item.htm?id=805195751209&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000zD7E8nx-jhA2H7wyi_WQLIoBlf9fI-u86V1_MzjaOVc&skuId=5648813459208&priceTId=2147836a17555884613241217e1355&utparam=%7B%22aplus_abtest%22%3A%22cfadd9e49fb07b754e87ec4d2f4b028e%22%7D&spm=a21n57.1.item.7,,同上,同上,未找到,未找到,16,同上,
454,N/A,新品入榜,8.94019E+11,【国补15%】凯迪仕Q3VP升级版电子智能门锁猫眼指纹密码家用入户,凯迪仕,939.25,18,1019.15,16,16306.4,喵住凯迪仕官方自营旗舰店,https://detail.tmall.com/item.htm?id=894018684394&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000wKsSYU0UNXkqZ0_5z2zIIwNtQwNCxmkQk12sp77cMVM&skuId=6012205531683&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%229338f63323f6a0b06b9e3f5f8d55a774%22%7D&spm=a21n57.1.item.26,,16,1019.15,未找到,未找到,同上,同上,
455,N/A,新品入榜,9.20904E+11,【政府补贴15%】小米智能门锁M20Pro家用指纹锁人脸识别猫眼密码,小米,1939,16,1903.01,16,30448.16,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=920904178879&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000bfzclTG62zz6PGgEue0a7bBsQRqKJ8xn1999h7FlYDs&skuId=5796619105954&priceTId=2147836a17555884410248280e1355&utparam=%7B%22aplus_abtest%22%3A%22937c73de77324b08b2deb3db87fb9d8e%22%7D&spm=a21n57.1.item.28,,15,1903.01,未找到,未找到,16,同上,
456,N/A,新品入榜,9.38707E+11,小米智能门锁E10指纹锁电子锁9种开锁方式家用入户防盗密码锁,小米,584.1,19,596.7,16,9547.2,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=938707226980&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=ba5269de65d599ab1308f442f8159547e47c9e4f&mi_id=0000XkxjooOgQeBTWRI1jTP9-0mnGG6Cn3lkBplwTdHc_lc&skuId=6000489450149&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%22849b875727a9dfff72473010f2b1481f%22%7D&spm=a21n57.1.item.7,,同上,596.7,未找到,未找到,16,同上,
457,N/A,新品入榜,8.76064E+11,小米智能门锁M20Pro人脸识别猫眼指纹锁密码锁家用门防盗电子锁A,小米,1849,14,1819.01,16,29104.16,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=876063603363&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=000083cme2mAjh6IAHiJswdMnbvgx0b-YqqDVB1-j0STRxo&skuId=5856359392498&priceTId=2147836a17555884613241217e1355&utparam=%7B%22aplus_abtest%22%3A%225b37ba8bfc890ce0b92fa6c2f5a9ad28%22%7D&spm=a21n57.1.item.17,,15,1819.01,未找到,未找到,16,同上,
458,N/A,新品,6.85067E+11,众曼别墅大门指纹锁家用防盗双开门密码锁欧式高端入户铜门智能锁,未识别,932,15,932,15,13980,众曼旗舰店,https://detail.tmall.com/item.htm?id=685066945403&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000I-1kPvVhEEukR-Qtu31nYMqM1cNKqvJNfHvUUTxkp6k&skuId=5066206474424&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%22602179a4b42eefe62ad1b09f29285d81%22%7D&spm=a21n57.1.item.30,新品; ,,,,,15,932,15
459,N/A,新品,7.78106E+11,户外防水断桥铝合金指纹锁通通锁庭院门塑钢门密码锁平移门智能锁,云漫,387.3,15,387.3,15,5809.5,云漫旗舰店,https://detail.tmall.com/item.htm?id=778105668473&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000LusADYhd3ijSi7Hrxb6Dq3jVS07t1B-3QmjEGGPFY-w&skuId=5667169023074&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%22fbf7a5fedc651c6418ba323044c8ccb4%22%7D&spm=a21n57.1.item.31,新品; ,,,,,15,387.3,15
460,N/A,新品入榜,9.32724E+11,凯迪仕Q7W智能门锁全自动密码锁AI指纹电子锁家用智能锁入户门,凯迪仕,920.55,10,920.55,15,13808.25,凯迪仕旗舰店,https://detail.tmall.com/item.htm?id=932723844245&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000Gfr4oTPgrSc4n5mpRQKJC-t1_sJd0QtDoAd0zlmXGgg&skuId=5817991160531&priceTId=2147842317556904512133693e1398&utparam=%7B%22aplus_abtest%22%3A%223a5259c8be249ab9f6ab66c62694260f%22%7D&spm=a21n57.1.item.26,,10,920.55,未找到,未找到,15,同上,
461,N/A,新品入榜,7.33246E+11,老式门老防盗门老门碰锁自碰门王力适用改指纹锁密码锁电子智能锁,王力,367.88,15,382,15,5730,今融家居旗舰店,https://detail.tmall.com/item.htm?id=733246188719&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000pmA5GTQUfIHtRyn4rCPtuhA7hle6l5uZMsINauPK8c4&skuId=5244705030580&priceTId=2147836a17555884410248280e1355&utparam=%7B%22aplus_abtest%22%3A%225afbf0b254ad4159b0a5b3fbf7a1b8e3%22%7D&spm=a21n57.1.item.39,,同上,382,未找到,未找到,同上,同上,
462,N/A,新品入榜,8.2732E+11,铁门智能锁不锈钢门指纹锁家用密码锁户外防水智能门锁大门电子锁,邦臣,168,32,161.46,15,2421.9,邦臣智能家居旗舰店,https://detail.tmall.com/item.htm?id=827320401667&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000LQcl5gqkptbr1HQrPXgCC6VBP6O7P9g2rVSuDZ78Vd4&skuId=5912698964199&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%22fcbcf4164c301ddc5916f39e481e3bf9%22%7D&spm=a21n57.1.item.47,,16,161.46,未找到,未找到,15,同上,
463,N/A,新品,7.69544E+11,KONKA/康佳4SPRO人脸识别智能锁防盗入户门电子猫眼密码锁指纹锁,康佳,549,15,549,15,8235,KONKA康佳智能锁旗舰店,https://detail.tmall.com/item.htm?id=769544017485&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000xzcK5ByoTR1XgRgCmD9_Z1xoZMayIOcBQzBUDxgvIJQ&skuId=5448703459902&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%22d9c2c1dd53f46ebbb5ed09c5f970d99f%22%7D&spm=a21n57.1.item.35,新品; ,,,,,15,549,15
464,N/A,新品,9.21045E+11,办公室内房间木门单舌指纹锁可替换家用球形电子锁卧室智能密码锁,咏洛,120.24,15,120.24,15,1803.6,咏洛旗舰店,https://detail.tmall.com/item.htm?id=921044788996&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000CSJGXU1wSZjm5wQvgvRUYoI_PCPGlX_DVq5RFfk5hQI&skuId=5959751510719&priceTId=2147bffb17558493010654625e1c20&utparam=%7B%22aplus_abtest%22%3A%22c680a9699cf7ae3536f22be943287d1f%22%7D&spm=a21n57.1.item.37,新品; ,,,,,15,120.24,15
465,N/A,新品入榜,6.52019E+11,VOC智能锁人脸识别指纹锁全自动智能门锁T11face家用电子密码锁,VOC,912.77,17,992.8,15,14892,VOC旗舰店,https://detail.tmall.com/item.htm?id=652018994160&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000otw_G4dLOvriaPOV6Md5o0gHiZctGjR2Kdk1Zdkyhe0&skuId=5296012329211&priceTId=2147826b17555884208385319e1a8f&utparam=%7B%22aplus_abtest%22%3A%225f66af8503f78d8f783fb3e7e0017794%22%7D&spm=a21n57.1.item.35,,16,992.8,未找到,未找到,15,同上,
466,N/A,新品入榜,6.66995E+11,安将军办公室玻璃门指纹锁双门双开有框店铺门店专用智能密码门锁,安将军,210.26,16,210.26,15,3153.9,安将军家居专营店,https://detail.tmall.com/item.htm?id=666995306030&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000mVZR5FX7JAOiigLJ9d-hWSDVCgSQJyc9RtCkCUvDT5E&skuId=4808043789501&priceTId=2147821917556903900006075e10e0&utparam=%7B%22aplus_abtest%22%3A%222d611faa931620a81672125e8e42638c%22%7D&spm=a21n57.1.item.32,,16,210.26,未找到,未找到,15,同上,
467,N/A,新品入榜,6.28419E+11,亚太天能智能门锁旗舰店指纹锁一握开电子锁自动感应智能锁密码锁,未识别,597.55,15,597.55,15,8963.25,亚太天能旗舰店,https://detail.tmall.com/item.htm?id=628418879007&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000XxmSd38vwB7SaaTlUJbax_wVpE7hBZioETmnOFvuuOI&skuId=6013748926445&priceTId=2147836a17555884410248280e1355&utparam=%7B%22aplus_abtest%22%3A%225c86884b97c93fe80f00346761ae38b6%22%7D&spm=a21n57.1.item.30,,未找到,未找到,未找到,未找到,同上,同上,
468,N/A,新品入榜,7.87315E+11,国家补贴华为智能门锁Plus 3D人脸解锁密码锁AI指纹解锁可视猫眼,华为,1699.15,15,1779.05,15,26685.75,华为舒耀专卖店,https://detail.tmall.com/item.htm?id=787314688158&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=5c6f55230e2aca8bb35bfbf3a1c7cf3123b7656a&mi_id=00007LzNdbEl2caNPGSEiVOgH2jpsjsXIQ-U_XBDgQmatAU&skuId=6075058394538&priceTId=2147836a17555884410248280e1355&utparam=%7B%22aplus_abtest%22%3A%228d35d6988eaf400bdc389d3ecacc1725%22%7D&spm=a21n57.1.item.35,,同上,1779.05,未找到,未找到,同上,同上,
469,N/A,新品入榜,9.21872E+11,【政府补贴15%】华为智能门锁2Pro AI掌静脉人脸识别指纹密码锁Y,华为,3099,15,2934.01,15,44010.15,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=921872488418&ns=1&abbucket=6&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=ede1531230c9c9ee1f0cbed449550f92f5008d47&mi_id=0000cQ9QNWHKVcwViDz8onKb7eE7i1pcHTSmLN0ac34KubU&skuId=5796591889573&priceTId=2147836a17555884410248280e1355&utparam=%7B%22aplus_abtest%22%3A%22302f907ae9b42ecb7da88c5461856f61%22%7D&spm=a21n57.1.item.48,,14,3059.01,未找到,未找到,15,2934.01,
470,N/A,新品入榜,8.52732E+11,新款智能门锁家用指纹密码锁防盗门全自动入户门带监控可视电子锁,云漫,279,13,299,14,4186,云漫旗舰店,https://detail.tmall.com/item.htm?id=852732446815&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000FoFluX2X3V7uuzzXZZ2eTDJrRHF9J91cIAaGSCkcEOM&skuId=6027403595704&priceTId=2147836a17555884613241217e1355&utparam=%7B%22aplus_abtest%22%3A%2221d1cb629b3553c8f129fc0049a47b6f%22%7D&spm=a21n57.1.item.33,,12,299,未找到,未找到,14,同上,
471,N/A,新品入榜,9.58026E+11,苏宁智能门锁家用人脸识别指纹密码锁全自动防盗门入户门电子2392,苏宁,637.89,14,637.89,14,8930.46,苏宁易购官方旗舰店,https://detail.tmall.com/item.htm?id=958025826949&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000ZeEozJBi7D9iwyDbbLpErBftGa88WXZQNpcnytfwv-I&skuId=5886077740316&priceTId=2147821917556904102046987e10e0&utparam=%7B%22aplus_abtest%22%3A%22b32a717fd4a3de1812a3bfe2debe7e24%22%7D&spm=a21n57.1.item.25,,14,637.89,未找到,未找到,同上,同上,
472,N/A,新品,8.95903E+11,志高智能门锁密码指纹家用防盗门电子入户门带监控全自动大门可视,志高,399,14,399,14,5586,志高洪高专卖店,https://detail.tmall.com/item.htm?id=895903352329&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000bNMjti-KB_u2g6iBMJFGJvr57QXToVz1Cmkwvyq-ufc&skuId=5940179711623&priceTId=2147bffb17558493187815450e1c20&utparam=%7B%22aplus_abtest%22%3A%228c99a7860b4e0fb84bbb2fa36fbc0c4d%22%7D&spm=a21n57.1.item.12,新品; ,,,,,14,399,16
473,N/A,新品,9.11377E+11,德力西智能锁人脸识别指纹锁家用防盗门电子密码锁已接入米家APP,米家,694.45,14,694.45,14,9722.3,德力西智能锁旗舰店,https://detail.tmall.com/item.htm?id=911376715707&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000gpR0-9l8lq3DxfSZsjQIkmyk7LuSmqdN7ZwzXRg6ZK4&skuId=5908577013385&priceTId=2147bffb17558493187815450e1c20&utparam=%7B%22aplus_abtest%22%3A%2261a7269d303af4627765a6fe7d22e44d%22%7D&spm=a21n57.1.item.16,新品; ,,,,,14,694.45,16
474,N/A,新品,9.13515E+11,政府补贴15%小米智能门锁2 人脸识别可视对讲猫眼指纹电子密码锁,小米,1668.01,14,1668.01,14,23352.14,天猫超市,https://detail.tmall.com/item.htm?id=913515324356&ns=1&abbucket=16&xxc=taobaoSearch&mi_id=0000g1dx_smEA4YAFAlyfO0rrESpnK7yuZvwRy8F8w_bt1I&skuId=5944861531327&priceTId=2147bffb17558493187815450e1c20&utparam=%7B%22aplus_abtest%22%3A%224f2010a9a435e6648776f507568e577d%22%7D&spm=a21n57.1.item.17,新品; ,,,,,14,1668.01,16
475,N/A,新品入榜,7.24339E+11,耶鲁指纹锁家用防盗门电子锁入户门锁办公室密码锁yale智能门锁,未识别,1359,13,1358.3,14,19016.2,耶鲁电子锁旗舰店,https://detail.tmall.com/item.htm?id=724339122333&ns=1&abbucket=6&xxc=taobaoSearch&mi_id=0000KUD0jpcneC2lyu4Jq_6o4qF3z4CbwGnLD14_R9osVj8&skuId=5205678791858&priceTId=2147836a17555884613241217e1355&utparam=%7B%22aplus_abtest%22%3A%225f99721f4963e7f06d2314f6905bb572%22%7D&spm=a21n57.1.item.21,,同上,1459,未找到,未找到,14,1358.3,
