页码,商品ID,商品标题,国补后价格,店铺名称,商品链接,付款人数,品牌,付款金额,2025-08-15_Price,2025-08-15_Main_Image_URL,热水器海尔型号,尺寸,售后服务,防冻功能,毛重,智能控制,保修年限,排烟方式,热水器安装要求,包装尺寸,能效等级,净重,是否防冻,恒温类型,产地,热水器燃气类型,材质,是否恒温,堆码层数极限,必备安装配件,系列,控制方式,功率,颜色分类,3C证书编号,保修期,热水器美的型号,热水器万和型号,上市时间,能效备案号,热水器升位,热水器万家乐型号,生产企业,物流配送安装服务,安装服务,出水方式,型号,燃料种类,款式,功能,热水器能率型号,安装方式,智能类型,省份,地市,电线截面要求,加热功率,工作电压,采购地,热水产率（L/min）,产品类型,热效率（%）,适用人数,配套附带
12,8.46543E+11,海尔燃气热水器室外机KW5家用天然气密闭稳燃恒温防冻KW5PLUS,4230.74,海尔官方旗舰店,https://detail.tmall.com/item.htm?id=846542862807&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00004Ga8VqlfmOak-A5ebJRW4KfS7sFUP4kRTRWbKeXY_OQ&skuId=5630798829411&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22155a77b5b0821cc44b5a05cd11fda7b4%22%7D&spm=a21n57.1.item.25,7,海尔,29615.18,Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.57051E+11,万家乐R2浴室内专用平衡式燃气热水器安全恒温天然气液化气10升,1018.3,万家乐奥徕德专卖店,https://detail.tmall.com/item.htm?id=857051165606&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Wt1l5K643WOtWRg20od2VIVylQB_jYUjLvWZvc1JOI4&skuId=5832947275136&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%221659b08d4abecb45547089665f8cad64%22%7D&spm=a21n57.1.item.26,7,万家乐,7128.1,Not Found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.04967E+11,政府补贴华帝燃气热水器EC5水伺服恒温家用天然气16L静音节能151S,1243.57,华帝厨电旗舰店,https://detail.tmall.com/item.htm?id=704967309737&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000gs_WT5YIzYPI0UE3vwyO2AVDLaaorL9EWZwG0H2u1Yg&skuId=6037271506960&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22acfcadd3a4ef83c48609656c87f2d8dc%22%7D&spm=a21n57.1.item.27,7,Vatti/华帝,8704.99,Not Found,,,600x345x195mm,全国联保,,15kg,其他智能,96个月,强排式,,720x550x258mm,二级,12.8kg,是,温感水伺服,中国大陆,天然气,钢化玻璃+不锈钢,是,10层,直弯烟管组合,EC5,微电脑式,48W,JSQ30-i12151S-16灰色,2.02001E+15,,,,,,,,,,,,JSQ30-i12151S-16,,,,,,,,,,,,,,,,,
12,8.02575E+11,海尔燃气热水器零冷水16L升一级能效水伺服增压家用恒温强排式RL3,2099,海尔龙禧宝专卖店,https://detail.tmall.com/item.htm?id=802574927069&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Hf26cofSfmEfYPSf8aPwGqOZTCTiAe7b47WF_SUJ91A&skuId=5467944385651&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22dae9a1414f44d45eef49ba79d00a7452%22%7D&spm=a21n57.1.item.28,7,Haier/海尔,14693,2099,https://gw.alicdn.com/bao/uploaded/i2/2217374864052/O1CN01XcHzhJ1fnrovubHso_!!2217374864052.jpg_.webp,JSLQ27-16RL3DLRCU1,540x340x175mm,上门安装全国联保,支持防冻,15kg,其他智能,96个月,强排式,未安装排烟管禁止使用,704x521x257mm,一级,12.5kg,是,零冷水 无极变频水伺服,中国大陆,天然气,钢化玻璃+不锈钢,是,11层,直弯烟管组合,RL3,微电脑式,48W,JSLQ27-16RL3DLRCU1 16L墨韵灰,2.02301E+15,,,,,,,,青岛海尔智慧厨房有限公司,,含安装,下出水,,天然气,,抑菌,,竖式,,,,,,,,,,,,
12,7.75344E+11,万家乐JSQ30-16LE6(F)燃气热水器SUR增容大水量,3299,天猫优品官方直营,https://detail.tmall.com/item.htm?id=775343683834&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Vjvj3bI5N8j0a9ASzcYv-hnpv1IBuRw6llNrECMKDNk&skuId=5474737463227&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%228de266db8de2840a109fc7c228b48ad2%22%7D&spm=a21n57.1.item.30,7,万家乐,23093,3299,https://gw.alicdn.com/bao/uploaded/i2/3402329517/O1CN01lv4HSG2KAqIOWPBcP_!!3402329517.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.07964E+11,小米米家智能零冷水燃气热水器天然气家用增压节能静音16LS1 06,1699.15,喵速达电器官方旗舰店,https://detail.tmall.com/item.htm?id=907963510852&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000KPmjLbVkS_Ug8dcZV5XtrIUw01-vDe-FZ7sDbJnCZSw&skuId=5770258793890&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22252accd87100a40464b792cd737b3bfb%22%7D&spm=a21n57.1.item.33,7,小米,11894.05,1699.15,https://picasso.alicdn.com/imgextra/O1CNA1ClsLVH2FLJO8FIx4c_!!2213856588863-0-psf.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.11071E+11,[政府补贴] 万和北斗水伺服一级能效天然气恒温燃气热水器LME7,1698,vanward万和官方旗舰店,https://detail.tmall.com/item.htm?id=711071056963&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Cr7YRgOdKNICTjXkIj-VQzwrSsl_40E2wL9MF_iJXUk&skuId=5463268798186&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%2278879a4e78805bbc6c9062a3d701545b%22%7D&spm=a21n57.1.item.36,6,万和,10188,1698,https://gw.alicdn.com/bao/uploaded/i1/1638292152/O1CN0118foib1RlfKLRbtDG_!!1638292152.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.32084E+11,政府补贴华帝燃气热水器G5Max天然气家用静音密闭增压恒温三循环,1998.37,华帝热水器旗舰店,https://detail.tmall.com/item.htm?id=832083958854&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=d93f564628d1210f7cd98731b298f8335bbfdfb2&mi_id=0000KvbgRXbq_U7imfJr-W83D_slQmarqmxXUpNS6_dTnEM&skuId=5750709380536&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22a715cb94878b36547fa5fde3ad5d91ed%22%7D&spm=a21n57.1.item.38,6,华帝,11990.22,2039.15,https://gw.alicdn.com/bao/uploaded/i3/2096903549/O1CN01v3lZ1Z1c5Ui0hGzBc_!!2096903549.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.39962E+11,苏泊尔DK21S燃气热水器燃气天然气煤气热水器家用洗澡恒温13升16L,799,苏泊尔厨卫旗舰店,https://detail.tmall.com/item.htm?id=739961529748&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00008DWhHUrp4jqulyXghx3PgWHIg3bGctKQHkcmqY2TOLo&skuId=5598808580145&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22a7f8058dc5ae73ddf628963e368619f6%22%7D&spm=a21n57.1.item.41,6,苏泊尔,4794,799,https://gw.alicdn.com/bao/uploaded/i2/704691958/O1CN01vxwfWp1QKoNOz2b1x_!!704691958.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.04638E+11,政府补贴灵境万家乐燃气热水器家用16升水伺服恒温下置风机小体积,1766.51,万家乐兴典专卖店,https://detail.tmall.com/item.htm?id=704638018297&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000dyQIY954CpTni6BnPyCaJT5ZfVylTDg5y7LCTyg7QDM&skuId=5748222088242&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%229fcbe95ed6195b09a4b4027efa41cb3a%22%7D&spm=a21n57.1.item.43,6,万家乐,10599.06,1799,https://gw.alicdn.com/bao/uploaded/i3/1024134743/O1CN01FoITWF1kuLchMRFTF_!!1024134743.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.09998E+11,国家补贴海尔燃气热水器恒温家用16升天然气三管零冷水增压大水量,2066.13,海尔郑州专卖店,https://detail.tmall.com/item.htm?id=709998296036&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000sq19yMRz4o_GoeulxjH6BQroIiDhDsIaIH5Rxyj7XxI&skuId=5814272128023&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%2248fe1f584208ddb01d14908dad9ada4d%22%7D&spm=a21n57.1.item.44,6,海尔,12396.78,2039.15,https://gw.alicdn.com/bao/uploaded/i3/3160564510/O1CN011t5SKS1jBdKjIQW97_!!3160564510.png_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,9.31655E+11,【卡萨帝无界】燃气热水器官方双驱水伺服恒温家用天然气CWV5mini,3851.13,卡萨帝官方旗舰店,https://detail.tmall.com/item.htm?id=931655062787&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000junNkKqOvP8MY-Kf9MPp5owOSYzeXjAXgg7VvcU87i0&skuId=5817955828781&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22b524aaefbce11450c12dad1a7f6bd641%22%7D&spm=a21n57.1.item.46,6,卡萨帝,23106.78,8999,https://gw.alicdn.com/bao/uploaded/i2/3165589196/O1CN016pZod42HnpHUu2vo6_!!3165589196.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,8.71472E+11,海尔天然气燃气热水器恒温家用卫生间洗澡超一级能效全,1699,海尔鼎炽专卖店,https://detail.tmall.com/item.htm?id=871471913996&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000v0FK3d5-4RbTnCiYKz-tfBj5Vfi1a9_CD-_1F5hiybU&skuId=5702243968492&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%224be35d5cff5356ad3a4c0ff9f2a6d8ec%22%7D&spm=a21n57.1.item.47,6,海尔,10194,18998,https://gw.alicdn.com/bao/uploaded/i3/2217817684292/O1CN01189kiN1hZmyX563zt_!!2217817684292.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,7.77723E+11,志高iCongo燃气热水器天然气家用浴室平衡式煤气液化气零冷水12L,499,志高厨卫旗舰店,https://detail.tmall.com/item.htm?id=777722755900&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000lGHovVqLZgJSSUUdc4ox4Z3ORsEvE-pec1QBKVEVMQE&skuId=5891011594508&priceTId=2147845917550608206377233e103b&utparam=%7B%22aplus_abtest%22%3A%22f2fbb9535fd0fc9684345a11238f3689%22%7D&spm=a21n57.1.item.49,6,志高,2994,499,https://gw.alicdn.com/bao/uploaded/i4/2207948224383/O1CN01u8mUlv1iFSzJUbnVM_!!2207948224383.png_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8.71008E+11,半球燃气热水器一级节能12L16L家用恒温智能变频天然气液化气煤气,444.84,半球厨诚专卖店,https://detail.tmall.com/item.htm?id=871007620603&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000HrKNZcECyeMl3_L8HU12tbDML51IeKxxLVjZ_erkyAk&skuId=5869619907313&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%223546c93830636416799cc1791c4feb6e%22%7D&spm=a21n57.1.item.24,5,半球,2224.2,458,https://gw.alicdn.com/bao/uploaded/i3/2217352131602/O1CN01m7Bggc1NhlWRQH55b_!!2217352131602.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.36533E+11,[政府补贴]万和燃气热水器官方旗舰店以旧换新家用双伺服恒温ME5T,1699.15,百亿补贴品牌优选,https://detail.tmall.com/item.htm?id=736533170113&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=85ac73e556f859225335afa866b42530685e2143&mi_id=0000hzj8TqqZp5pklveXzzQk3MILyOm2XeMmfeVSFEqCUb0&skuId=5980759095127&maskChannel=bybtrs&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%224cd2e07903fd7fcc7cd0f53eb35a9020%22%7D&spm=a21n57.1.item.26,9,万和,15292.35,1699.15,https://gw.alicdn.com/bao/uploaded/i1/2568266631/O1CN015O4TSf1yr3NSuTCcj_!!2568266631.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6.20406E+11,美的燃气热水器恒温12L16升天然气家用煤气款洗澡MK1S官方旗舰HWF,648,美的小飞象专卖店,https://detail.tmall.com/item.htm?id=620405871444&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000E6E3WHeR6-BgcmNCtz13NbU8v7S5DjyQ3B8TVeCL_k0&skuId=5850656940738&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%22f8c72b3150979fe44cefa6b0c99b0887%22%7D&spm=a21n57.1.item.27,9,美的,5832,648,https://gw.alicdn.com/bao/uploaded/i3/2207395592768/O1CN01G55pFv1WJnNWlqx8B_!!2207395592768.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6.23635E+11,以旧换新补贴万家乐节能王天然气一级能效恒温家用燃气热水器U5R1,1119.2,万家乐奥徕德专卖店,https://detail.tmall.com/item.htm?id=623635312510&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00006F3sEV2wyrB5C9eNQ6vnGc_anntjNtz9dWqY-F5LskA&skuId=5878006378020&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%2201a7a9ee5664c2a67de71f8270e1fc46%22%7D&spm=a21n57.1.item.28,8,万家乐,8953.6,1119.2,https://gw.alicdn.com/bao/uploaded/i2/843591712/O1CN01QB7PrV1OW94TSVwp4_!!843591712.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8.39768E+11,【精品】Haier/海尔 JSQ31-16FTE-FJXGU1 燃气热水器,2294.15,天猫优品官方旗舰店,https://detail.tmall.com/item.htm?id=839768140083&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=4cf9c99c55969b1f191bf16e8ac0e6dc707007e8&mi_id=0000PYSuhoBzfVN1nTv0raA7VZ_00-8h4S984IXGvNolQ9M&skuId=5772322179086&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%228c20af1b036c4ea0ec0993e16a5ecbd4%22%7D&spm=a21n57.1.item.29,5,海尔,11470.75,2294.15,https://img.alicdn.com/imgextra/i3/3402329517/O1CN01L21iCn2KAqFCEmpiR_!!0-item_pic.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.19866E+11,华帝燃气热水器i12211-16升家用天然气热水器恒温零冷水节能洗澡,1471.37,华帝烟灶旗舰店,https://detail.tmall.com/item.htm?id=719865580903&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000Um6HpH7XRogT-PwRWl1LbcaVLq6YoIBLZiyaSEmSiHQ&skuId=6013577866552&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%22066e826aed5f61a16549fb8278673cca%22%7D&spm=a21n57.1.item.33,7,华帝,10299.59,1529.15,https://gw.alicdn.com/bao/uploaded/i1/3296198234/O1CN01FemqJY2AhEHNiY6j7_!!3296198234.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.73661E+11,[政府换新补贴]海尔燃气热水器16升L天然气双循环恒温水伺服KL7S,3730.74,海尔久久诚专卖店,https://detail.tmall.com/item.htm?id=773660835503&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00006MwvCss4NfcHHBW4MjtX-fqZhVAvUjGRoZHeE_kAt4s&skuId=5296226605230&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%222e56b8f849b3e55f80608d9302242076%22%7D&spm=a21n57.1.item.35,4,海尔,14922.96,3799,https://gw.alicdn.com/bao/uploaded/i1/470168984/O1CN01c8JpHO2GEjBggih2m_!!470168984.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9.26362E+11,樱花燃气热水器家用洗澡智能节能恒温13升天燃气官方旗舰店,738.65,樱花卫厨官方旗舰店,https://detail.tmall.com/item.htm?id=926362009108&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000gZjbcb5sUJVti0fvEkwmbr9r3x8JPtr8SfXFidyaYwA&skuId=5881541453331&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%22e9a91a81e476976c5798ca62a24c8596%22%7D&spm=a21n57.1.item.36,4,樱花,2954.6,738.65,https://img.alicdn.com/imgextra/i2/877564609/O1CN01hEP08X1juyWxNe3lO_!!4611686018427384513-0-item_pic.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.42814E+11,万家乐变频燃气热水器双一级能效13/16升RU5水伺服恒温静音天然气,1159.22,万家乐重聚专卖店,https://detail.tmall.com/item.htm?id=742813758457&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000mWVH_0r953_iBMCS6eUG3juemmOc3CY87qcKu7VKj7E&skuId=5691097871718&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%221f277031958c70e8a85c7f4a5468119d%22%7D&spm=a21n57.1.item.37,4,万家乐,4636.88,1199.2,https://gw.alicdn.com/bao/uploaded/i2/3607824928/O1CN01AVxsNT1mH4mtttt7s_!!3607824928.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.70608E+11,能率小云朵S燃气热水器EP2A家用恒温静音增压水伺服大水量,2746.13,能率厨房电器旗舰店,https://detail.tmall.com/item.htm?id=770607640995&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000z8MDZ4P6zxZuOvf0W-Fzzk3InBK4Rr3KpK9Hs3HQfew&skuId=5895875900524&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%22e52067102ff217a50a5a062392c38736%22%7D&spm=a21n57.1.item.40,4,能率,10984.52,2804.15,https://gw.alicdn.com/bao/uploaded/i4/2554501918/O1CN01r02zNf1Q2UgCCBTEa_!!2554501918.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.87375E+11,奥克斯燃气热水器天然气电家用一级节能12L13升强排恒温变升DA103,799,奥克斯热水器旗舰店,https://detail.tmall.com/item.htm?id=787375033570&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000l9egrxpADxsOpsyqJ0CZ8lFHzF8vV54oF3_zHdZM2ck&skuId=5847936128890&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%22bee8fea519f76a04e0f75b943c1ac332%22%7D&spm=a21n57.1.item.41,4,奥克斯,3196,799,https://gw.alicdn.com/bao/uploaded/i3/2209674865405/O1CN01cFV3Ls1pnXnn0RP7k_!!2209674865405.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,7.93605E+11,海尔零冷水燃气热水器16升一级能效家用天然气伺服恒温燃气款RL3,1899,海尔悦凯专卖店,https://detail.tmall.com/item.htm?id=793604989005&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000cTd-t2zjQ4MCtNXVjRBQRpbCi9G_HrkBNr_wSK0_ZRA&skuId=5844194085525&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%226ca9b8042c5c00b0c9145fe4afaa8f91%22%7D&spm=a21n57.1.item.44,4,海尔,7596,1519.2,https://gw.alicdn.com/bao/uploaded/i1/2213886957288/O1CN012ESTTL23hxaebXZvm_!!2213886957288.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,8.56823E+11,前锋燃气热水器一级能效冷16升凝机家用恒温全屋零冷水FND780,1918.4,chiffo前锋旗舰店,https://detail.tmall.com/item.htm?id=856822530425&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00004DToM_uwACxe_erLrtOqbl-_tASmcvxA-Uvp0SZH0WI&skuId=5831658150855&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%2246ba787c86a367658f9098a0d17a79df%22%7D&spm=a21n57.1.item.46,4,前锋,7673.6,1918.4,https://gw.alicdn.com/bao/uploaded/i2/803710516/O1CN01OlgedH1FgNNm9YU0N_!!803710516.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6.74498E+11,百诗顿燃气热水器室外机户外变频零冷水18升防冻天然气16升液化气,3999,百诗顿旗舰店,https://detail.tmall.com/item.htm?id=674498021831&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000zHlvFUlyvoCpQ5Lw4NUCNhtoPGM2_QCty94miB535yo&skuId=5333022085789&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%22b59d594ac7fb9ff743b535d632f11f3d%22%7D&spm=a21n57.1.item.47,4,未识别,15996,3999,https://gw.alicdn.com/bao/uploaded/i3/2211626007594/O1CN01Ou6AMq25y6mugZNmk_!!2211626007594.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,9.30538E+11,老板名气燃气热水器家用恒温天然气淋浴器16L大容量热水器R5A37,1214.65,名气官方旗舰店,https://detail.tmall.com/item.htm?id=930537984727&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000DefE1kdK3W9vL_o9bqltZrKBFaJKhMIk4o8_VRAxCXE&skuId=5980343126149&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%2241bfbeba3b0f51aa0813bd3997638f59%22%7D&spm=a21n57.1.item.48,4,老板,4858.6,1214.65,https://img.alicdn.com/imgextra/i1/1880875948/O1CN01qw4EdE1toEseZJLSB_!!1880875948.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6.60134E+11,国家补贴海尔燃气热水器天然气室外安装家用户外16L恒温零冷水TF5,2831.13,海尔郑州专卖店,https://detail.tmall.com/item.htm?id=660134290003&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000dF47kTH1HbjZuhpqTOBXW3DiAs2xUHKTtZgXYq6sNSo&skuId=4757881992681&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%2255119de3ed0d96e4193eef86f82b2584%22%7D&spm=a21n57.1.item.50,4,海尔,11324.52,3314.15,https://img.alicdn.com/imgextra/i1/3160564510/O1CN01C6HrsY1jBdKogzvDt_!!3160564510.png_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,6.15732E+11,苏泊尔MM33燃气热水器电家用天然气13升16煤气洗澡恒温强排12L款,1099,苏泊尔厨电旗舰店,https://detail.tmall.com/item.htm?id=615732066847&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000VPqvLLkBm2Ebn2EYXxkGJOaoSr5qSLU6a4kCNzmyWvI&skuId=5164890061131&priceTId=2147821d17550608596435403e125f&utparam=%7B%22aplus_abtest%22%3A%22f3f84caa1f72101c6fab3403665f3795%22%7D&spm=a21n57.1.item.51,4,苏泊尔,4396,1099,https://gw.alicdn.com/bao/uploaded/i3/3302600075/O1CN01mzFEZa1CQOis60nWk_!!3302600075.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7.45964E+11,【小云朵】老板HT322A天然气燃气热水器智能变频恒温家用洗澡16L,4299,老板厨电旗舰店,https://detail.tmall.com/item.htm?id=745963854548&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=0000mGMwQMuFNp1Ulz5ckaMUG7t9E1W1Z401p0vJXNt1_G4&priceTId=214784d217550608799278883e1110&utparam=%7B%22aplus_abtest%22%3A%2258b44e64e9f2af87c9d7a53e27a22ed2%22%7D&spm=a21n57.1.item.2,4,老板,17196,1954.15,https://gw.alicdn.com/bao/uploaded/i2/2213309177887/O1CN01qoU17t288IqSYt2Su_!!2213309177887.png_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,7.74185E+11,森太 燃气热水器 C38零冷水热水器燃气 防冻变频18升天然气热水器,3199,森太旗舰店,https://detail.tmall.com/item.htm?id=774185306456&ns=1&abbucket=19&xxc=taobaoSearch&mi_id=00009VG3SobpQhp7bLLQdlXRJljZYgzBiOkFgU2jpAScXO4&priceTId=214784d217550608799278883e1110&utparam=%7B%22aplus_abtest%22%3A%22093fd12fe7440508173d60a41577cd0a%22%7D&spm=a21n57.1.item.3,4,未识别,12796,1019.15,https://gw.alicdn.com/bao/uploaded/i1/500295137/O1CN01ZOovHI1nonUkkTRCb_!!500295137.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,9.53812E+11,[2025年新品]万家乐燃气热水器P2P1即热恒温强排式天然气家用双防,2035,百亿补贴官方精选,https://detail.tmall.com/item.htm?id=953812017472&ns=1&abbucket=19&xxc=taobaoSearch&umpChannel=bybtqdyh&u_channel=bybtqdyh&fpChannel=101&fpChannelSig=e0fd698234ed0972cd681c6b5a51912852d1ca58&mi_id=0000mkOEeFg5VXHuO5oa5fFwLHfuRZRpj5ENMTow7UfjeO4&priceTId=214784d217550608799278883e1110&utparam=%7B%22aplus_abtest%22%3A%225f1281df68f8318d3f66c9ce1d8c5e90%22%7D&spm=a21n57.1.item.5,4,万家乐,8140,879,https://img.alicdn.com/imgextra/i1/2217587502021/O1CN01ljJSp21QnfWYT2rsj_!!4611686018427382725-0-item_pic.jpg_.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
